NLectura,Millis,Altura,AcelX,AcelY,AcelZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Estado
263,9369,3074.00,-0.03,1.08,0.00,-0.27,0.36,-0.87,1.05,16.45,0.98,Q
264,9393,3074.00,-0.05,1.06,0.00,-0.27,0.36,-0.87,0.84,0.63,1.12,Q
265,9417,3074.00,0.00,1.05,0.00,-0.28,0.36,-0.86,0.49,0.49,1.12,Q
266,9442,3074.00,-0.03,0.99,-0.04,-0.28,0.36,-0.86,0.91,-1.82,1.33,Q
267,9465,3074.00,-0.04,1.05,-0.04,-0.28,0.36,-0.86,0.70,-2.24,1.33,Q
268,9490,3074.00,0.05,1.05,-0.04,-0.28,0.36,-0.86,0.98,-0.42,1.12,Q
269,9519,3074.00,-0.02,1.18,-0.04,-0.28,0.36,-0.86,0.98,-0.63,0.98,Q
270,9543,3074.00,-0.07,1.07,0.06,-0.28,0.36,-0.86,0.77,-0.49,1.19,Q
271,9567,3074.00,-0.07,1.05,0.02,-0.28,0.36,-0.86,1.33,0.14,1.12,Q
272,9591,3074.00,0.00,1.07,-0.04,-0.28,0.36,-0.86,0.77,0.77,1.19,Q
273,9616,3074.00,-0.05,1.10,-0.04,-0.28,0.36,-0.86,0.91,-1.19,0.91,Q
274,9639,3074.00,-0.03,1.05,-0.02,-0.28,0.36,-0.86,1.26,-1.54,0.84,Q
275,9664,3075.00,-0.03,1.06,-0.05,-0.28,0.36,-0.86,0.91,-0.35,0.98,A
276,9693,3075.00,-0.06,1.05,0.00,-0.28,0.36,-0.86,1.05,1.19,1.12,Q
277,9717,3075.00,-0.05,1.05,-0.10,-0.28,0.36,-0.86,1.12,-1.61,1.40,Q
278,9741,3075.00,-0.05,1.05,-0.02,-0.28,0.36,-0.86,1.33,-1.47,0.98,Q
279,9765,3075.00,-0.03,1.05,-0.05,-0.28,0.36,-0.87,1.19,0.28,1.12,Q
280,9790,3075.00,-0.03,1.06,-0.05,-0.28,0.36,-0.87,1.26,-0.28,1.12,Q
281,9829,3075.00,-0.05,1.08,-0.05,-0.28,0.36,-0.87,1.05,-0.98,1.05,Q
282,9852,3075.00,-0.04,1.06,0.05,-0.28,0.36,-0.87,0.98,-0.49,1.54,Q
283,9877,3075.00,-0.05,1.09,0.00,-0.28,0.36,-0.87,1.47,-0.49,0.91,Q
284,9911,3075.00,0.00,1.05,-0.03,-0.28,0.36,-0.87,1.47,-2.45,0.84,Q
285,9935,3074.00,-0.05,1.04,-0.03,-0.28,0.36,-0.87,1.26,-1.75,1.68,D
286,9959,3075.00,-0.09,1.06,0.00,-0.28,0.36,-0.86,1.05,1.05,1.12,A
287,9984,3075.00,0.05,1.07,0.06,-0.28,0.36,-0.86,0.77,0.63,1.05,Q
288,10008,3075.00,-0.02,1.05,-0.05,-0.28,0.36,-0.86,0.91,-0.28,0.98,Q
289,10032,3075.00,-0.01,1.04,-0.03,-0.28,0.36,-0.86,0.63,-0.35,1.05,Q
290,10056,3075.00,-0.02,1.05,0.00,-0.28,0.36,-0.86,0.91,-1.12,1.40,Q
291,10085,3075.00,-0.05,1.05,-0.08,-0.28,0.36,-0.86,1.26,-2.31,1.33,Q
292,10109,3075.00,-0.04,1.03,0.00,-0.28,0.36,-0.87,0.56,-0.21,0.91,Q
293,10133,3075.00,0.05,1.05,-0.03,-0.28,0.36,-0.87,0.91,0.63,1.05,Q
294,10158,3076.00,-0.03,1.05,-0.04,-0.28,0.36,-0.87,0.63,0.84,0.77,A
295,10182,3075.00,-0.02,1.01,-0.06,-0.28,0.36,-0.87,1.33,0.14,1.33,D
296,10206,3075.00,-0.02,0.98,-0.07,-0.28,0.36,-0.87,1.05,-1.89,1.19,Q
297,10230,3075.00,-0.04,1.04,-0.04,-0.28,0.36,-0.86,1.26,-1.82,1.26,Q
298,10259,3075.00,-0.02,1.04,0.00,-0.28,0.36,-0.86,0.84,0.07,1.33,Q
299,10283,3075.00,-0.02,1.05,0.05,-0.28,0.36,-0.86,1.54,-1.33,1.12,Q
300,10307,3075.00,0.02,1.05,0.00,-0.28,0.36,-0.86,1.12,17.85,1.19,Q
301,10346,3075.00,-0.03,1.05,-0.03,-0.28,0.36,-0.86,1.12,-0.91,1.33,Q
302,10370,3075.00,-0.08,1.06,-0.03,-0.28,0.36,-0.86,1.26,-1.40,1.40,Q
303,10394,3075.00,-0.05,1.06,-0.05,-0.28,0.36,-0.86,0.77,-2.52,1.33,Q
304,10419,3075.00,-0.02,1.05,0.06,-0.28,0.36,-0.86,1.26,-0.77,1.05,Q
305,10443,3075.00,-0.10,1.12,0.08,-0.28,0.36,-0.86,0.91,2.38,0.98,Q
306,10471,3075.00,0.00,1.05,-0.09,-0.28,0.36,-0.86,1.26,-0.42,1.05,Q
307,10496,3075.00,-0.05,1.09,-0.02,-0.28,0.36,-0.86,1.33,-0.98,0.91,Q
308,10520,3075.00,-0.01,1.02,-0.04,-0.28,0.36,-0.86,1.05,-1.82,1.40,Q
309,10544,3075.00,-0.06,1.09,-0.05,-0.28,0.36,-0.86,0.70,-0.77,0.98,Q
310,10568,3074.00,-0.02,1.13,-0.04,-0.28,0.36,-0.86,0.84,0.91,1.33,D
311,10593,3074.00,-0.05,1.06,-0.04,-0.28,0.36,-0.86,0.98,0.21,1.12,Q
312,10617,3074.00,-0.03,1.05,0.00,-0.28,0.36,-0.86,1.47,1.05,1.05,Q
313,10645,3074.00,-0.05,1.06,-0.06,-0.28,0.36,-0.86,1.54,-0.91,1.40,Q
314,10670,3075.00,-0.05,1.06,-0.03,-0.28,0.36,-0.86,1.26,-2.94,1.33,A
315,10694,3075.00,-0.04,1.05,0.00,-0.28,0.36,-0.86,1.47,-2.03,1.47,Q
316,10719,3075.00,-0.03,1.05,-0.04,-0.28,0.36,-0.86,1.68,-0.98,0.56,Q
317,10742,3075.00,-0.09,1.07,-0.03,-0.28,0.36,-0.86,1.12,0.14,1.19,Q
318,10767,3075.00,-0.02,1.05,0.00,-0.28,0.36,-0.86,0.91,1.19,1.19,Q
319,10791,3075.00,0.01,1.08,-0.05,-0.28,0.36,-0.86,1.12,0.56,1.54,Q
320,10820,3075.00,-0.02,1.06,0.00,-0.28,0.36,-0.86,0.91,-0.21,0.98,Q
321,10859,3075.00,0.00,1.03,-0.15,-0.28,0.36,-0.87,0.91,-2.03,1.54,Q
322,10883,3075.00,-0.06,1.05,0.01,-0.28,0.36,-0.87,0.98,-1.40,1.12,Q
323,10907,3075.00,-0.06,1.04,-0.05,-0.28,0.36,-0.86,0.91,0.63,0.84,Q
324,10932,3075.00,-0.08,1.05,-0.04,-0.28,0.36,-0.86,0.84,-0.49,0.77,Q
325,10955,3075.00,-0.02,1.05,-0.02,-0.28,0.36,-0.86,1.33,0.07,1.19,Q
326,10980,3075.00,-0.03,1.05,-0.04,-0.28,0.36,-0.86,1.33,-1.68,1.12,Q
327,11009,3075.00,-0.03,1.02,-0.04,-0.28,0.36,-0.86,1.40,-1.89,1.26,Q
328,11033,3075.00,-0.05,1.00,-0.05,-0.28,0.36,-0.86,1.54,-1.96,1.12,Q
329,11058,3075.00,-0.05,1.09,-0.06,-0.28,0.36,-0.86,0.63,0.21,0.84,Q
330,11081,3075.00,-0.05,1.04,-0.03,-0.28,0.36,-0.86,1.33,0.49,1.19,Q
331,11106,3074.00,0.00,1.10,0.00,-0.28,0.36,-0.86,1.12,1.68,1.33,D
332,11130,3074.00,-0.05,1.12,-0.05,-0.28,0.36,-0.86,1.26,0.28,0.84,Q
333,11154,3074.00,-0.02,1.07,0.05,-0.28,0.36,-0.86,1.05,-0.56,1.12,Q
334,11179,3074.00,-0.04,1.06,0.00,-0.28,0.36,-0.86,1.12,-0.28,1.54,Q
335,11207,3074.00,-0.04,0.99,-0.07,-0.28,0.36,-0.86,1.19,-2.66,1.26,Q
336,11232,3074.00,-0.04,1.05,-0.02,-0.28,0.36,-0.86,0.98,-0.91,1.40,Q
337,11256,3074.00,0.02,1.07,-0.02,-0.28,0.36,-0.85,1.19,-0.56,1.40,Q
338,11280,3074.00,-0.07,1.07,0.00,-0.28,0.36,-0.85,0.70,0.14,0.91,Q
339,11304,3074.00,-0.03,1.05,0.00,-0.28,0.36,-0.85,1.54,0.42,1.05,Q
340,11329,3074.00,0.02,1.09,0.00,-0.28,0.36,-0.87,1.12,0.42,1.33,Q
341,11367,3074.00,-0.03,1.05,-0.02,-0.28,0.36,-0.87,0.70,-0.98,0.98,Q
342,11396,3074.00,-0.03,1.05,-0.04,-0.28,0.36,-0.86,1.26,-1.33,1.26,Q
343,11420,3075.00,-0.04,1.09,0.00,-0.28,0.36,-0.86,1.33,-0.35,1.19,A
344,11445,3075.00,0.06,1.04,-0.03,-0.28,0.36,-0.86,1.19,-0.07,1.26,Q
345,11468,3075.00,-0.05,1.05,-0.03,-0.28,0.36,-0.86,0.77,-1.12,1.05,Q
346,11493,3075.00,-0.05,1.14,-0.05,-0.28,0.36,-0.86,0.98,-0.63,1.26,Q
347,11517,3075.00,0.00,1.03,-0.02,-0.28,0.36,-0.86,1.26,-0.56,0.98,Q
348,11542,3075.00,-0.02,1.06,-0.06,-0.28,0.36,-0.86,0.77,-0.63,1.05,Q
349,11571,3075.00,0.00,1.05,-0.02,-0.28,0.36,-0.86,1.40,-2.17,1.54,Q
350,11594,3075.00,-0.04,1.08,0.00,-0.28,0.36,-0.86,0.77,-2.80,1.19,Q
351,11619,3075.00,-0.06,1.06,-0.04,-0.28,0.36,-0.86,1.05,-1.19,1.40,Q
352,11643,3075.00,-0.04,1.06,-0.10,-0.28,0.36,-0.86,1.40,-0.14,0.70,Q
353,11668,3075.00,-0.05,1.04,-0.06,-0.28,0.36,-0.86,1.40,-0.14,0.91,Q
354,11692,3075.00,-0.02,1.04,0.07,-0.28,0.36,-0.86,1.05,0.35,0.98,Q
355,11716,3075.00,0.02,1.05,0.00,-0.28,0.36,-0.86,1.12,1.89,1.05,Q
356,11741,3075.00,-0.02,1.06,0.11,-0.28,0.36,-0.86,1.12,-0.56,1.05,Q
357,11768,3075.00,-0.04,1.12,-0.02,-0.28,0.36,-0.86,1.26,-2.17,1.19,Q
358,11793,3075.00,-0.08,1.05,-0.04,-0.28,0.36,-0.87,1.47,-2.52,1.12,Q
359,11817,3075.00,-0.05,0.99,-0.08,-0.28,0.36,-0.87,1.33,-0.91,1.05,Q
360,11842,3075.00,-0.06,1.02,-0.02,-0.28,0.36,-0.87,1.05,0.00,1.47,Q
361,11881,3075.00,0.00,1.07,0.00,-0.28,0.36,-0.87,0.84,0.63,0.98,Q
362,11905,3075.00,0.00,1.07,-0.03,-0.28,0.36,-0.87,0.91,1.05,1.19,Q
363,11929,3075.00,-0.01,1.02,-0.02,-0.28,0.36,-0.86,1.05,-0.70,0.98,Q
364,11958,3074.00,-0.09,1.04,0.01,-0.28,0.36,-0.86,1.26,-2.94,1.26,D
365,11982,3074.00,-0.05,1.12,-0.05,-0.28,0.36,-0.86,1.05,-1.19,1.12,Q
366,12006,3074.00,-0.05,1.09,-0.03,-0.28,0.36,-0.85,0.98,-0.14,1.19,Q
367,12030,3074.00,-0.03,1.00,0.00,-0.28,0.36,-0.85,0.70,0.07,1.05,Q
368,12055,3074.00,-0.02,1.05,0.08,-0.28,0.36,-0.85,1.26,-0.70,0.98,Q
369,12079,3074.00,-0.04,1.06,0.00,-0.28,0.36,-0.87,1.05,-0.49,1.12,Q
370,12103,3074.00,-0.05,1.06,-0.02,-0.28,0.36,-0.87,0.84,0.98,0.98,Q
371,12132,3074.00,-0.03,1.12,-0.02,-0.28,0.36,-0.86,0.91,-1.26,0.91,Q
372,12156,3074.00,0.01,1.05,-0.05,-0.28,0.36,-0.86,1.19,-2.17,1.33,Q
373,12181,3074.00,-0.01,0.99,-0.06,-0.28,0.36,-0.86,1.33,-1.61,1.12,Q
374,12205,3074.00,-0.04,1.05,-0.05,-0.28,0.36,-0.86,1.68,-1.61,1.33,Q
375,12229,3074.00,-0.08,1.06,-0.03,-0.28,0.36,-0.86,1.05,0.42,1.12,Q
376,12254,3074.00,-0.01,1.08,-0.04,-0.28,0.36,-0.86,0.98,-1.05,1.19,Q
377,12277,3075.00,0.00,1.06,-0.04,-0.28,0.36,-0.87,1.33,0.35,0.77,A
378,12302,3075.00,0.00,1.08,-0.02,-0.28,0.36,-0.87,1.05,1.12,1.68,Q
379,12339,3075.00,-0.02,1.04,-0.04,-0.28,0.36,-0.86,1.26,-2.66,1.47,Q
380,12363,3075.00,-0.03,1.05,0.01,-0.28,0.36,-0.86,1.19,-1.12,1.47,Q
381,12402,3075.00,-0.05,1.05,-0.02,-0.28,0.36,-0.86,0.77,-0.56,1.05,Q
382,12427,3075.00,-0.02,1.12,0.09,-0.28,0.36,-0.87,1.19,-0.35,1.33,Q
383,12451,3075.00,-0.05,1.05,-0.04,-0.28,0.36,-0.87,0.77,0.21,0.98,Q
384,12475,3075.00,0.00,1.05,-0.05,-0.28,0.36,-0.86,1.26,0.91,1.26,Q
385,12499,3075.00,0.07,1.05,0.00,-0.28,0.36,-0.86,1.40,0.21,1.61,Q
386,12528,3075.00,-0.02,1.01,-0.02,-0.28,0.36,-0.86,1.54,-1.47,1.33,Q
387,12552,3075.00,-0.04,1.05,-0.06,-0.28,0.36,-0.86,1.47,-0.98,1.26,Q
388,12576,3075.00,-0.12,1.06,-0.04,-0.28,0.36,-0.86,1.54,0.56,1.05,Q
389,12601,3075.00,0.02,1.06,-0.03,-0.28,0.36,-0.86,1.12,-0.84,1.33,Q
390,12625,3075.00,-0.04,1.06,0.02,-0.28,0.36,-0.86,1.05,0.21,1.12,Q
391,12649,3075.00,-0.06,1.04,-0.04,-0.28,0.36,-0.86,0.91,-1.26,0.91,Q
392,12674,3074.00,-0.03,1.05,0.00,-0.28,0.36,-0.86,1.19,-1.47,1.26,D
393,12702,3075.00,-0.02,1.05,-0.06,-0.28,0.36,-0.86,1.19,-1.82,0.91,A
394,12727,3075.00,-0.01,1.04,-0.05,-0.28,0.36,-0.86,1.12,-0.49,0.77,Q
395,12751,3075.00,-0.03,1.04,0.00,-0.28,0.36,-0.86,1.05,1.54,1.19,Q
396,12775,3075.00,0.00,1.04,0.01,-0.28,0.36,-0.86,1.26,1.26,0.91,Q
397,12800,3074.00,-0.06,1.05,-0.05,-0.28,0.36,-0.86,1.12,-0.98,1.33,D
398,12824,3075.00,-0.03,1.06,0.00,-0.28,0.36,-0.87,1.12,-1.75,1.12,A
399,12848,3074.00,-0.05,1.07,0.00,-0.28,0.36,-0.87,1.40,-2.45,0.98,D
400,12872,3075.00,0.02,1.05,0.02,-0.28,0.36,-0.87,0.84,-3.15,1.33,A
401,12915,3074.00,-0.01,1.12,-0.04,-0.28,0.36,-0.86,0.84,2.24,0.70,D
402,12940,3074.00,-0.03,1.05,-0.05,-0.28,0.36,-0.86,0.70,1.82,1.26,Q
403,12964,3075.00,-0.05,1.13,0.00,-0.28,0.36,-0.86,0.70,-0.42,1.12,A
404,12988,3075.00,0.06,1.06,-0.02,-0.28,0.36,-0.86,1.19,-2.45,0.98,Q
405,13012,3075.00,-0.05,1.06,-0.06,-0.28,0.36,-0.87,1.05,-3.50,1.19,Q
406,13037,3075.00,-0.02,1.09,-0.05,-0.28,0.36,-0.87,0.77,-0.63,1.19,Q
407,13061,3075.00,-0.03,1.11,-0.10,-0.28,0.36,-0.87,0.98,-1.12,0.98,Q
408,13089,3075.00,-0.05,1.04,0.00,-0.28,0.36,-0.86,0.56,2.94,1.12,Q
409,13114,3075.00,0.01,1.06,-0.02,-0.28,0.36,-0.86,1.05,0.84,1.19,Q
410,13138,3075.00,0.00,1.04,0.00,-0.28,0.36,-0.86,0.70,-1.26,1.19,Q
411,13162,3075.00,-0.05,1.13,0.00,-0.28,0.36,-0.86,0.98,-3.36,0.84,Q
412,13187,3075.00,-0.06,1.05,-0.02,-0.28,0.36,-0.86,1.89,-1.96,1.05,Q
413,13211,3075.00,-0.04,1.05,-0.03,-0.28,0.36,-0.86,1.19,1.40,0.98,Q
414,13236,3075.00,-0.05,1.09,-0.02,-0.28,0.36,-0.87,1.19,0.35,0.91,Q
415,13263,3075.00,0.01,1.07,0.00,-0.28,0.36,-0.87,0.91,0.77,1.19,Q
416,13288,3075.00,-0.03,1.04,-0.05,-0.28,0.36,-0.86,1.05,-2.10,1.33,Q
417,13312,3075.00,-0.08,1.07,-0.03,-0.28,0.36,-0.86,1.33,-0.77,1.05,Q
418,13336,3075.00,-0.04,1.06,-0.02,-0.28,0.36,-0.86,1.12,-3.43,1.12,Q
419,13361,3075.00,-0.03,1.12,-0.11,-0.28,0.36,-0.86,1.33,-0.98,1.40,Q
420,13385,3074.00,0.00,1.05,-0.04,-0.28,0.36,-0.86,0.91,1.54,1.26,D
421,13423,3075.00,0.00,1.11,-0.02,-0.28,0.36,-0.86,0.84,1.05,1.26,A
422,13452,3074.00,0.02,1.05,-0.02,-0.28,0.36,-0.86,1.47,-0.84,1.54,D
423,13475,3074.00,-0.03,1.04,-0.14,-0.28,0.36,-0.86,1.05,-2.10,1.54,Q
424,13500,3075.00,-0.05,1.09,0.00,-0.28,0.36,-0.86,1.33,-1.47,0.84,A
425,13524,3075.00,-0.03,1.05,-0.08,-0.28,0.36,-0.86,1.12,-2.17,1.40,Q
426,13549,3074.00,-0.04,1.05,-0.03,-0.28,0.36,-0.86,0.98,1.33,1.33,D
427,13573,3075.00,-0.04,1.08,0.05,-0.28,0.36,-0.86,0.98,2.38,1.19,A
428,13597,3075.00,-0.03,1.05,-0.07,-0.28,0.36,-0.86,0.91,1.61,1.19,Q
429,13622,3075.00,-0.03,1.07,0.00,-0.28,0.36,-0.86,1.40,-4.06,1.33,Q
430,13650,3075.00,-0.05,1.05,-0.06,-0.28,0.36,-0.86,1.61,-3.64,1.33,Q
431,13674,3075.00,-0.10,1.07,0.04,-0.28,0.36,-0.86,1.54,-2.45,1.26,Q
432,13699,3075.00,0.00,1.06,-0.06,-0.28,0.36,-0.86,1.54,0.49,1.26,Q
433,13723,3075.00,-0.05,1.05,-0.03,-0.28,0.36,-0.86,0.84,1.68,0.98,Q
434,13748,3076.00,-0.05,1.11,-0.08,-0.28,0.36,-0.86,0.91,1.19,1.47,A
435,13771,3076.00,0.02,1.06,0.00,-0.28,0.36,-0.86,0.56,1.12,1.12,Q
436,13796,3076.00,-0.02,1.06,-0.03,-0.28,0.36,-0.86,1.19,-1.82,1.33,Q
437,13825,3076.00,0.00,1.05,-0.12,-0.28,0.36,-0.86,0.98,-2.24,1.54,Q
438,13849,3075.00,-0.02,1.02,-0.08,-0.28,0.36,-0.86,1.12,-2.03,1.05,D
439,13873,3075.00,0.05,1.05,-0.05,-0.28,0.36,-0.86,1.05,1.82,1.40,Q
440,13897,3075.00,-0.02,1.06,0.00,-0.28,0.36,-0.86,1.19,1.47,1.19,Q
441,13941,3075.00,0.00,1.05,0.00,-0.28,0.36,-0.86,1.26,-1.26,1.26,Q
442,13966,3075.00,-0.10,1.06,-0.03,-0.28,0.36,-0.86,1.75,-3.15,1.33,Q
443,13989,3075.00,0.03,1.08,0.00,-0.28,0.36,-0.86,0.98,-2.73,1.33,Q
444,14018,3075.00,-0.05,1.05,-0.06,-0.28,0.36,-0.86,0.98,-1.61,0.91,Q
445,14043,3075.00,-0.01,1.02,-0.08,-0.28,0.36,-0.86,0.91,2.10,1.33,Q
446,14067,3075.00,0.01,1.06,-0.07,-0.28,0.36,-0.86,1.19,-0.42,0.77,Q
447,14091,3075.00,-0.02,1.02,0.01,-0.28,0.36,-0.86,0.70,-1.12,1.40,Q
448,14115,3075.00,-0.02,1.05,-0.03,-0.28,0.36,-0.87,1.47,-3.08,1.40,Q
449,14140,3075.00,-0.03,1.03,-0.04,-0.28,0.36,-0.87,1.05,-2.38,1.33,Q
450,14164,3075.00,0.07,1.05,0.02,-0.28,0.36,-0.87,1.26,-1.12,1.05,Q
451,14188,3075.00,-0.03,1.04,0.05,-0.28,0.36,-0.87,1.05,2.03,0.84,Q
452,14217,3075.00,-0.02,1.01,-0.08,-0.28,0.36,-0.87,0.77,2.59,0.77,Q
453,14241,3075.00,0.02,1.06,-0.09,-0.28,0.36,-0.86,1.12,-0.07,1.40,Q
454,14266,3075.00,-0.03,1.12,-0.05,-0.28,0.36,-0.86,1.05,-2.31,1.05,Q
455,14289,3075.00,-0.04,1.06,-0.06,-0.28,0.36,-0.86,1.40,-4.83,1.05,Q
456,14314,3075.00,-0.05,1.12,-0.02,-0.28,0.36,-0.86,0.84,-0.70,1.12,Q
457,14339,3075.00,-0.04,1.04,-0.03,-0.28,0.36,-0.86,0.56,-0.28,1.26,Q
458,14363,3075.00,-0.04,1.05,0.00,-0.28,0.36,-0.86,0.77,0.70,0.98,Q
459,14391,3075.00,0.01,1.09,0.00,-0.28,0.36,-0.86,1.19,0.70,1.26,Q
460,14415,3075.00,-0.05,1.05,0.00,-0.28,0.36,-0.86,1.05,-0.35,1.19,Q
461,14454,3075.00,-0.05,1.12,-0.05,-0.28,0.36,-0.86,1.47,-3.99,1.19,Q
462,14479,3075.00,-0.02,1.04,-0.02,-0.28,0.36,-0.86,1.26,-1.19,1.40,Q
463,14502,3075.00,-0.02,1.05,-0.01,-0.28,0.36,-0.86,1.12,0.70,1.26,Q
464,14527,3075.00,-0.05,1.05,0.00,-0.28,0.36,-0.86,0.84,2.52,0.91,Q
465,14552,3075.00,-0.04,1.04,-0.04,-0.28,0.36,-0.86,0.56,-0.35,1.47,Q
466,14580,3075.00,-0.05,1.03,-0.04,-0.28,0.36,-0.86,1.40,-0.42,1.26,Q
467,14604,3075.00,-0.04,1.03,-0.16,-0.28,0.36,-0.86,1.05,-0.56,1.33,Q
468,14628,3075.00,-0.06,1.05,-0.05,-0.28,0.36,-0.86,1.19,-2.45,1.33,Q
469,14653,3076.00,-0.05,1.04,-0.02,-0.28,0.36,-0.87,0.91,-0.56,1.54,A
470,14678,3076.00,-0.05,1.04,-0.05,-0.28,0.36,-0.87,1.12,0.77,1.19,Q
471,14701,3076.00,-0.04,1.05,-0.03,-0.28,0.36,-0.87,1.12,2.24,1.12,Q
472,14726,3076.00,-0.07,1.05,0.05,-0.28,0.36,-0.86,0.91,0.35,1.12,Q
473,14750,3076.00,0.00,1.05,-0.02,-0.28,0.36,-0.86,1.05,-2.31,1.61,Q
474,14789,3076.00,-0.01,0.98,-0.05,-0.28,0.36,-0.86,0.84,-3.50,1.12,Q
475,14814,3076.00,-0.02,1.07,0.04,-0.28,0.36,-0.86,0.98,-0.91,0.91,Q
476,14838,3076.00,-0.03,1.06,0.00,-0.28,0.36,-0.86,1.26,-0.14,0.77,Q
477,14862,3075.00,-0.02,1.13,0.01,-0.28,0.36,-0.86,0.98,1.12,0.98,D
478,14886,3075.00,0.00,1.01,-0.05,-0.28,0.36,-0.86,1.05,-0.70,0.91,Q
479,14911,3075.00,-0.03,1.05,-0.01,-0.28,0.36,-0.86,1.26,-3.36,1.05,Q
480,14936,3075.00,-0.04,1.04,0.02,-0.28,0.36,-0.86,0.91,-1.19,1.47,Q
481,14981,3075.00,-0.06,1.04,-0.03,-0.28,0.36,-0.86,0.98,0.98,1.19,Q
482,15005,3075.00,-0.05,1.07,-0.07,-0.28,0.36,-0.86,1.19,-2.24,1.05,Q
483,15029,3075.00,0.00,1.04,-0.09,-0.28,0.36,-0.86,0.98,-0.14,1.26,Q
484,15053,3075.00,-0.06,1.05,-0.04,-0.28,0.36,-0.86,1.12,1.96,1.12,Q
485,15078,3075.00,0.00,1.03,-0.02,-0.28,0.36,-0.86,1.26,-0.07,1.19,Q
486,15102,3075.00,-0.05,1.03,-0.01,-0.28,0.36,-0.86,0.98,-0.84,1.12,Q
487,15126,3075.00,-0.03,1.10,0.05,-0.28,0.36,-0.87,1.40,-4.76,1.47,Q
488,15155,3075.00,-0.04,1.08,0.00,-0.28,0.36,-0.87,0.91,1.19,1.19,Q
489,15179,3075.00,-0.05,1.06,-0.02,-0.28,0.36,-0.87,1.05,0.84,1.12,Q
490,15204,3075.00,0.00,1.14,-0.04,-0.28,0.36,-0.85,1.19,-0.56,1.26,Q
491,15227,3075.00,-0.05,1.06,-0.02,-0.28,0.36,-0.85,1.12,-0.14,0.70,Q
492,15252,3075.00,-0.03,1.09,-0.02,-0.28,0.36,-0.85,1.19,0.49,1.54,Q
493,15277,3075.00,-0.03,1.07,-0.04,-0.28,0.36,-0.86,0.70,-17.64,1.19,Q
494,15301,3075.00,-0.02,1.03,-0.05,-0.28,0.36,-0.86,1.54,-3.29,1.12,Q
495,15330,3075.00,-0.03,1.05,-0.08,-0.28,0.36,-0.87,0.98,0.42,1.05,Q
496,15353,3075.00,-0.09,1.03,-0.03,-0.28,0.36,-0.87,1.33,1.54,1.33,Q
497,15378,3075.00,-0.02,1.04,0.02,-0.28,0.36,-0.87,0.56,0.70,1.19,Q
498,15403,3075.00,-0.06,1.05,-0.05,-0.28,0.36,-0.86,1.12,-0.98,1.19,Q
499,15426,3075.00,-0.03,1.04,0.01,-0.28,0.36,-0.86,0.98,0.35,1.19,Q
500,15451,3075.00,-0.05,1.04,-0.02,-0.28,0.36,-0.86,0.91,-2.31,1.61,Q
501,15492,3075.00,-0.02,1.05,-0.02,-0.28,0.36,-0.87,0.63,-3.99,1.33,Q
502,15516,3075.00,-0.04,1.05,-0.09,-0.28,0.36,-0.87,1.33,0.07,0.98,Q
503,15545,3075.00,-0.03,1.07,-0.04,-0.28,0.36,-0.87,0.98,2.03,0.91,Q
504,15569,3075.00,-0.02,1.06,0.04,-0.28,0.36,-0.87,1.12,1.82,0.84,Q
505,15593,3075.00,-0.04,1.02,-0.02,-0.28,0.36,-0.87,0.91,-0.63,0.91,Q
506,15618,3075.00,0.00,1.05,-0.03,-0.28,0.36,-0.87,1.05,-1.05,1.05,Q
507,15642,3075.00,-0.05,1.02,-0.03,-0.28,0.36,-0.87,1.26,-2.80,1.54,Q
508,15667,3075.00,-0.01,1.02,-0.05,-0.28,0.36,-0.86,1.26,-2.38,1.26,Q
509,15690,3075.00,-0.04,1.05,0.00,-0.28,0.36,-0.86,0.84,0.42,1.05,Q
510,15719,3075.00,-0.08,1.05,-0.04,-0.28,0.36,-0.86,0.98,2.94,1.12,Q
511,15744,3075.00,-0.04,1.05,-0.02,-0.28,0.36,-0.86,0.70,1.33,1.19,Q
512,15768,3075.00,0.00,1.11,-0.03,-0.28,0.36,-0.86,0.98,-1.68,1.40,Q
513,15792,3076.00,-0.03,1.05,-0.05,-0.28,0.36,-0.86,0.84,-1.54,1.26,A
514,15816,3076.00,-0.03,1.07,-0.04,-0.28,0.36,-0.87,1.61,-3.01,1.33,Q
515,15841,3076.00,-0.02,1.03,-0.08,-0.28,0.36,-0.87,1.19,-1.05,1.26,Q
516,15865,3076.00,-0.06,1.03,-0.04,-0.28,0.36,-0.87,0.84,-1.12,1.05,Q
517,15894,3076.00,-0.10,1.06,0.06,-0.28,0.36,-0.87,1.05,2.66,1.40,Q
518,15918,3076.00,0.00,1.05,-0.05,-0.28,0.36,-0.87,0.77,2.38,1.19,Q
519,15942,3076.00,-0.03,1.16,-0.04,-0.28,0.36,-0.86,1.40,-1.54,0.77,Q
520,15967,3076.00,0.04,1.05,0.07,-0.28,0.36,-0.86,1.54,-3.15,1.05,Q
521,16008,3076.00,-0.03,1.09,-0.04,-0.28,0.36,-0.86,1.40,-1.82,1.54,Q
522,16032,3076.00,-0.04,1.05,-0.05,-0.28,0.36,-0.86,1.19,0.00,0.91,Q
523,16056,3076.00,-0.05,1.06,-0.01,-0.28,0.36,-0.86,0.56,0.91,1.19,Q
524,16080,3076.00,-0.04,1.09,0.00,-0.28,0.36,-0.86,0.56,1.61,1.05,Q
